episode,steps,reward,success,trajectory
79,100,-9.99999999999998,0,"[(9, 5), (9, 6), (8, 6), (7, 6), (7, 5), (6, 5), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4), (7, 4), (6, 4)]"
80,100,-9.99999999999998,0,"[(6, 4), (6, 5), (6, 6), (5, 6), (4, 6), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8), (4, 7), (5, 7), (5, 8), (4, 8)]"
81,100,-9.99999999999998,0,"[(8, 4), (7, 4), (7, 3), (6, 3), (5, 3), (5, 2), (5, 1), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0), (5, 0), (4, 0)]"
82,100,-9.99999999999998,0,"[(7, 2), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1), (7, 1), (6, 1)]"
83,100,-9.99999999999998,0,"[(7, 6), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5), (7, 5), (8, 5)]"
84,6,99.4,1,"[(7, 6), (7, 5), (7, 4), (7, 3), (8, 3), (8, 2), (8, 1)]"
85,100,-9.99999999999998,0,"[(4, 6), (4, 5), (4, 4), (5, 4), (5, 3), (5, 2), (5, 1), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0), (5, 0), (6, 0)]"
86,100,-9.99999999999998,0,"[(0, 9), (0, 8), (1, 8), (2, 8), (3, 8), (3, 7), (3, 6), (4, 6), (4, 5), (4, 4), (5, 4), (5, 3), (5, 2), (6, 2), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1), (6, 0), (6, 1)]"
87,2,99.80000000000001,1,"[(2, 4), (1, 4), (2, 4)]"
88,100,-9.99999999999998,0,"[(5, 5), (5, 4), (5, 3), (4, 3), (4, 4), (3, 4), (3, 3), (4, 3), (4, 4), (3, 4), (3, 3), (4, 3), (4, 4), (3, 4), (3, 3), (4, 3), (4, 4), (3, 4), (3, 3), (4, 3), (4, 4), (3, 4), (3, 3), (4, 3), (4, 4), (3, 4), (3, 3), (4, 3), (4, 4), (3, 4), (3, 3), (4, 3), (4, 4), (3, 4), (3, 3), (4, 3), (4, 4), (3, 4), (3, 3), (4, 3), (4, 4), (3, 4), (3, 3), (4, 3), (4, 4), (3, 4), (3, 3), (4, 3), (4, 4), (3, 4), (3, 3), (4, 3), (4, 4), (3, 4), (3, 3), (4, 3), (4, 4), (3, 4), (3, 3), (4, 3), (4, 4), (3, 4), (3, 3), (4, 3), (4, 4), (3, 4), (3, 3), (4, 3), (4, 4), (3, 4), (3, 3), (4, 3), (4, 4), (3, 4), (3, 3), (4, 3), (4, 4), (3, 4), (3, 3), (4, 3), (4, 4), (3, 4), (3, 3), (4, 3), (4, 4), (3, 4), (3, 3), (4, 3), (4, 4), (3, 4), (3, 3), (4, 3), (4, 4), (3, 4), (3, 3), (4, 3), (4, 4), (3, 4), (3, 3), (4, 3), (4, 4)]"
89,100,-9.99999999999998,0,"[(4, 9), (4, 8), (4, 7), (3, 7), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6)]"
90,100,-9.99999999999998,0,"[(5, 0), (4, 0), (3, 0), (3, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1)]"
91,100,-9.99999999999998,0,"[(8, 0), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6), (9, 6), (8, 6)]"
92,100,-9.99999999999998,0,"[(4, 6), (3, 6), (2, 6), (1, 6), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6), (0, 5), (0, 6)]"
93,100,-9.99999999999998,0,"[(1, 7), (1, 8), (2, 8), (3, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8), (5, 8), (4, 8)]"
94,5,99.5,1,"[(0, 9), (0, 8), (0, 7), (1, 7), (2, 7), (3, 7)]"
95,100,-9.99999999999998,0,"[(3, 7), (3, 8), (4, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8), (5, 8)]"
96,100,-9.99999999999998,0,"[(6, 0), (5, 0), (4, 0), (3, 0), (3, 1), (3, 2), (4, 2), (5, 2), (5, 1), (4, 1), (3, 1), (3, 2), (4, 2), (5, 2), (5, 1), (4, 1), (3, 1), (3, 2), (4, 2), (5, 2), (5, 1), (4, 1), (3, 1), (3, 2), (4, 2), (5, 2), (5, 1), (4, 1), (3, 1), (3, 2), (4, 2), (5, 2), (5, 1), (4, 1), (3, 1), (3, 2), (4, 2), (5, 2), (5, 1), (4, 1), (3, 1), (3, 2), (4, 2), (5, 2), (5, 1), (4, 1), (3, 1), (3, 2), (4, 2), (5, 2), (5, 1), (4, 1), (3, 1), (3, 2), (4, 2), (5, 2), (5, 1), (4, 1), (3, 1), (3, 2), (4, 2), (5, 2), (5, 1), (4, 1), (3, 1), (3, 2), (4, 2), (5, 2), (5, 1), (4, 1), (3, 1), (3, 2), (4, 2), (5, 2), (5, 1), (4, 1), (3, 1), (3, 2), (4, 2), (5, 2), (5, 1), (4, 1), (3, 1), (3, 2), (4, 2), (5, 2), (5, 1), (4, 1), (3, 1), (3, 2), (4, 2), (5, 2), (5, 1), (4, 1), (3, 1), (3, 2), (4, 2), (5, 2), (5, 1), (4, 1), (3, 1)]"
97,100,-9.99999999999998,0,"[(2, 2), (2, 3), (2, 4), (2, 5), (1, 5), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6), (1, 6), (0, 6)]"
98,100,-9.99999999999998,0,"[(7, 6), (6, 6), (6, 7), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6), (5, 7), (5, 6)]"
99,100,-9.99999999999998,0,"[(4, 5), (4, 4), (4, 3), (4, 2), (4, 1), (4, 0), (3, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0)]"
100,100,-9.99999999999998,0,"[(9, 2), (9, 1), (8, 1), (7, 1), (6, 1), (5, 1), (5, 0), (4, 0), (3, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (1, 0)]"
